Your java executable at /usr/bin/java seems suitable
OS is linux
Detected memory: 2000
Starting Freenet 0.7...
STATUS | wrapper  | 2018/09/26 09:14:18 | --> Wrapper Started as Daemon
INFO   | jvm 1    | 2018/09/26 09:14:22 | Securely deleting plugin-data/plugins.Library.Main.data.bak.crypt which is of length 2080 bytes...
INFO   | jvm 1    | 2018/09/26 09:14:22 | Started plugin update fetcher for Library
STATUS | wrapper  | 2018/09/26 09:24:36 | Anchor file deleted.  Shutting down.
INFO   | jvm 1    | 2018/09/26 09:24:36 | Shutting down with exit code 0
INFO   | jvm 1    | 2018/09/26 09:24:36 | Shutting down...
INFO   | jvm 1    | 2018/09/26 09:24:36 | run() exiting for UdpSocketHandler on port -1
INFO   | jvm 1    | 2018/09/26 09:24:36 | Writing ./node-throttle.dat on shutdown
INFO   | jvm 1    | 2018/09/26 09:24:36 | Writing ./client-throttle.dat on shutdown
INFO   | jvm 1    | 2018/09/26 09:24:36 | Stopping FEC decode threads...
INFO   | jvm 1    | 2018/09/26 09:24:36 | Stopping database jobs...
INFO   | jvm 1    | 2018/09/26 09:24:36 | Terminating plugin ThawIndexBrowser
INFO   | jvm 1    | 2018/09/26 09:24:36 | Terminating plugin KeyUtils
INFO   | jvm 1    | 2018/09/26 09:24:36 | Terminating plugin Library
INFO   | jvm 1    | 2018/09/26 09:24:36 | Waiting for plugin to finish shutting down: ThawIndexBrowser
INFO   | jvm 1    | 2018/09/26 09:24:36 | Waiting for plugin to finish shutting down: KeyUtils
INFO   | jvm 1    | 2018/09/26 09:24:36 | Waiting for plugin to finish shutting down: Library
INFO   | jvm 1    | 2018/09/26 09:24:36 | All plugins unloaded
INFO   | jvm 1    | 2018/09/26 09:24:36 | Waiting for jobs to finish
INFO   | jvm 1    | 2018/09/26 09:24:36 | Saved persistent requests to disk
INFO   | jvm 1    | 2018/09/26 09:24:36 | FEC decoding threads finished.
INFO   | jvm 1    | 2018/09/26 09:24:37 | Completed writing logs to disk.
STATUS | wrapper  | 2018/09/26 09:24:37 | <-- Wrapper Stopped
STATUS | wrapper  | 2018/11/08 15:08:18 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2018/11/08 15:08:18 | Java Service Wrapper Community Edition 64-bit 3.5.20
STATUS | wrapper  | 2018/11/08 15:08:18 |   Copyright (C) 1999-2013 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2018/11/08 15:08:18 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2018/11/08 15:08:18 | 
STATUS | wrapper  | 2018/11/08 15:08:19 | Launching a JVM...
INFO   | jvm 1    | 2018/11/08 15:08:21 | BouncyCastle: BC version 1.54
INFO   | jvm 1    | 2018/11/08 15:08:21 | SunPKCS11-NSS: null
INFO   | jvm 1    | 2018/11/08 15:08:21 | SUN: SUN version 1.8
INFO   | jvm 1    | 2018/11/08 15:08:21 | SunJCE: SunJCE version 1.8
INFO   | jvm 1    | 2018/11/08 15:08:21 | WrapperManager: Initializing...
INFO   | jvm 1    | 2018/11/08 15:08:22 | freenet.jar built with freenet-ext.jar Build #29 rv29 running with ext build 29 rv29
INFO   | jvm 1    | 2018/11/08 15:08:22 | Creating config from freenet.ini
INFO   | jvm 1    | 2018/11/08 15:08:22 | Creating logger...
INFO   | jvm 1    | 2018/11/08 15:08:22 | Set interval to 10 and multiplier to 1
INFO   | jvm 1    | 2018/11/08 15:08:22 |   Starting executor...
INFO   | jvm 1    | 2018/11/08 15:08:22 | Finding old log files. New log file is /home/tester/origin_freenet/logs/freenet-1478-2018-11-08-15.log.gz
INFO   | jvm 1    | 2018/11/08 15:08:22 | Attempting to load the NativeThread library [jar:file:/home/tester/origin_freenet/freenet-ext.jar!/freenet/support/io/libNativeThread-amd64.so]
INFO   | jvm 1    | 2018/11/08 15:08:22 | Using the NativeThread implementation (base nice level is 10)
INFO   | jvm 1    | 2018/11/08 15:08:22 | Created log files
INFO   | jvm 1    | 2018/11/08 15:08:23 | Initializing Node using Freenet Build #1478 ra926-dirty and freenet-ext Build #29 rv29 with Oracle Corporation JVM version 1.8.0_171 running on amd64 Linux 4.4.0-62-generic
INFO   | jvm 1    | 2018/11/08 15:08:23 | Set fproxy max length to 2306867 and max length with progress to 57671680 = 57671680
INFO   | jvm 1    | 2018/11/08 15:08:23 | Starting FProxy on 127.0.0.1,0:0:0:0:0:0:0:1:8889
INFO   | jvm 1    | 2018/11/08 15:08:23 | SHA1: using SUN version 1.8
INFO   | jvm 1    | 2018/11/08 15:08:23 | MD5: using SUN version 1.8
INFO   | jvm 1    | 2018/11/08 15:08:23 | SHA-256: using SUN version 1.8
INFO   | jvm 1    | 2018/11/08 15:08:23 | SHA-384: using SUN version 1.8
INFO   | jvm 1    | 2018/11/08 15:08:23 | SHA-512: using SUN version 1.8
INFO   | jvm 1    | 2018/11/08 15:08:27 | AES/CTR/NOPADDING (SunJCE version 1.8): 653362ns
INFO   | jvm 1    | 2018/11/08 15:08:27 | AES/CTR/NOPADDING (BC version 1.54): 1438671ns
INFO   | jvm 1    | 2018/11/08 15:08:27 | Using JCA cipher provider: SunJCE version 1.8
INFO   | jvm 1    | 2018/11/08 15:08:27 | Not enough entropy available.
INFO   | jvm 1    | 2018/11/08 15:08:27 | Trying to gather entropy (randomness) by reading the disk...
INFO   | jvm 1    | 2018/11/08 15:08:27 | /dev/hwrng exists - have you installed rng-tools?
INFO   | jvm 1    | 2018/11/08 15:08:27 | Trying to read master keys file...
INFO   | jvm 1    | 2018/11/08 15:08:27 | Read old master keys file
INFO   | jvm 1    | 2018/11/08 15:08:27 | FNP port created on 0.0.0.0:41312
INFO   | jvm 1    | 2018/11/08 15:08:27 | Testnet mode DISABLED. You may have some level of anonymity. :)
INFO   | jvm 1    | 2018/11/08 15:08:27 | Note that this version of Freenet is still a very early alpha, and may well have numerous bugs and design flaws.
INFO   | jvm 1    | 2018/11/08 15:08:27 | In particular: YOU ARE WIDE OPEN TO YOUR IMMEDIATE PEERS! They can eavesdrop on your requests with relatively little difficulty at present (correlation attacks etc).
INFO   | jvm 1    | 2018/11/08 15:08:28 | Creating PeerManager
INFO   | jvm 1    | 2018/11/08 15:08:28 | Memory is 247MB
INFO   | jvm 1    | 2018/11/08 15:08:28 | Setting standard 500 thread limit. This should be enough for most nodes but more memory is usually a good thing.
INFO   | jvm 1    | 2018/11/08 15:08:28 | Deleted 0 of 0 temporary files (0 non-temp files in temp directory) in 0s
INFO   | jvm 1    | 2018/11/08 15:08:28 | Initializing USK Manager
INFO   | jvm 1    | 2018/11/08 15:08:28 | Loading cache of request statuses...
INFO   | jvm 1    | 2018/11/08 15:08:28 | Initializing Node Updater
INFO   | jvm 1    | 2018/11/08 15:08:28 | Max packet size: 1232
INFO   | jvm 1    | 2018/11/08 15:08:29 | Initializing Plugin Manager
INFO   | jvm 1    | 2018/11/08 15:08:29 | Node constructor completed
INFO   | jvm 1    | 2018/11/08 15:08:29 | Read 0 darknet peers from ./peers-41312
INFO   | jvm 1    | 2018/11/08 15:08:29 | Starting DNSRequester
INFO   | jvm 1    | 2018/11/08 15:08:29 | Created uptime estimator, time offset is 7380 uptime at startup is 0.00
INFO   | jvm 1    | 2018/11/08 15:08:29 | Starting PacketSender
INFO   | jvm 1    | 2018/11/08 15:08:29 | Starting Ticker
INFO   | jvm 1    | 2018/11/08 15:08:29 | Using wrapper correctly: freenet.node.NodeStarter@191aafe1
INFO   | jvm 1    | 2018/11/08 15:08:29 | Freenet 0.7.5 Build #1478 ra926-dirty
INFO   | jvm 1    | 2018/11/08 15:08:29 | FNP port is on 0.0.0.0:41312
INFO   | jvm 1    | 2018/11/08 15:08:30 | Multi-file replace: Nothing to do for wrapper-update-unix.
INFO   | jvm 1    | 2018/11/08 15:08:30 | Will serve bcprov-jdk15on-154.jar for UOM
INFO   | jvm 1    | 2018/11/08 15:08:30 | File exists while updating but length is wrong (15186 should be 9452) for update.sh
INFO   | jvm 1    | 2018/11/08 15:08:30 | Preloading update.sh
INFO   | jvm 1    | 2018/11/08 15:08:30 | Will serve freenet-ext.jar for UOM
INFO   | jvm 1    | 2018/11/08 15:08:30 | Starting FCP server on 127.0.0.1,0:0:0:0:0:0:0:1:9481.
INFO   | jvm 1    | 2018/11/08 15:08:30 | Extra peer data reading and processing completed
INFO   | jvm 1    | 2018/11/08 15:08:30 | Node initialization completed.
INFO   | jvm 1    | 2018/11/08 15:08:30 | Loading official plugin ThawIndexBrowser
INFO   | jvm 1    | 2018/11/08 15:08:30 | Started plugin update fetcher for ThawIndexBrowser
INFO   | jvm 1    | 2018/11/08 15:08:30 | Loading official plugin Library
INFO   | jvm 1    | 2018/11/08 15:08:30 | Loading official plugin KeyUtils
INFO   | jvm 1    | 2018/11/08 15:08:30 | No config file found, creating new: ./plugin-plugins.KeyUtils.KeyUtilsPlugin.ini
INFO   | jvm 1    | 2018/11/08 15:08:30 | Started plugin update fetcher for KeyUtils
INFO   | jvm 1    | 2018/11/08 15:08:30 | Started plugin update fetcher for Library
INFO   | jvm 1    | 2018/11/08 15:38:53 | HmacSHA256: using SunJCE version 1.8
STATUS | wrapper  | 2018/11/20 11:30:23 | JVM received a signal SIGKILL (9).
STATUS | wrapper  | 2018/11/20 11:30:23 | JVM process is gone.
ERROR  | wrapper  | 2018/11/20 11:30:23 | JVM exited unexpectedly.
STATUS | wrapper  | 2018/11/20 11:30:27 | Reloading Wrapper configuration...
STATUS | wrapper  | 2018/11/20 11:30:28 | Launching a JVM...
INFO   | jvm 2    | 2018/11/20 11:30:28 | BouncyCastle: BC version 1.54
INFO   | jvm 2    | 2018/11/20 11:30:28 | SunPKCS11-NSS: null
INFO   | jvm 2    | 2018/11/20 11:30:28 | SUN: SUN version 1.8
INFO   | jvm 2    | 2018/11/20 11:30:28 | SunJCE: SunJCE version 1.8
INFO   | jvm 2    | 2018/11/20 11:30:28 | WrapperManager: Initializing...
INFO   | jvm 2    | 2018/11/20 11:30:29 | freenet.jar built with freenet-ext.jar Build #29 rv29 running with ext build 29 rv29
INFO   | jvm 2    | 2018/11/20 11:30:29 | Creating config from freenet.ini
INFO   | jvm 2    | 2018/11/20 11:30:29 | Creating logger...
INFO   | jvm 2    | 2018/11/20 11:30:29 | Set interval to 10 and multiplier to 1
INFO   | jvm 2    | 2018/11/20 11:30:29 |   Starting executor...
INFO   | jvm 2    | 2018/11/20 11:30:29 | Finding old log files. New log file is /home/tester/origin_freenet/logs/freenet-1478-2018-11-20-11.log.gz
INFO   | jvm 2    | 2018/11/20 11:30:29 | Attempting to load the NativeThread library [jar:file:/home/tester/origin_freenet/freenet-ext.jar!/freenet/support/io/libNativeThread-amd64.so]
INFO   | jvm 2    | 2018/11/20 11:30:29 | Using the NativeThread implementation (base nice level is 10)
INFO   | jvm 2    | 2018/11/20 11:30:29 | Old log file exists for this time period: /home/tester/origin_freenet/logs/freenet-1478-2018-11-20-11.log.gz
INFO   | jvm 2    | 2018/11/20 11:30:29 | Renaming to: /home/tester/origin_freenet/logs/freenet-1478-2018-09-26-09-1.log.gz
INFO   | jvm 2    | 2018/11/20 11:30:29 | Created log files
INFO   | jvm 2    | 2018/11/20 11:30:29 | Initializing Node using Freenet Build #1478 ra926-dirty and freenet-ext Build #29 rv29 with Oracle Corporation JVM version 1.8.0_171 running on amd64 Linux 4.4.0-62-generic
INFO   | jvm 2    | 2018/11/20 11:30:29 | Set fproxy max length to 2306867 and max length with progress to 57671680 = 57671680
INFO   | jvm 2    | 2018/11/20 11:30:29 | Starting FProxy on 127.0.0.1,0:0:0:0:0:0:0:1:8889
INFO   | jvm 2    | 2018/11/20 11:30:29 | SHA1: using SUN version 1.8
INFO   | jvm 2    | 2018/11/20 11:30:29 | MD5: using SUN version 1.8
INFO   | jvm 2    | 2018/11/20 11:30:29 | SHA-256: using SUN version 1.8
INFO   | jvm 2    | 2018/11/20 11:30:29 | SHA-384: using SUN version 1.8
INFO   | jvm 2    | 2018/11/20 11:30:29 | SHA-512: using SUN version 1.8
INFO   | jvm 2    | 2018/11/20 11:30:30 | AES/CTR/NOPADDING (SunJCE version 1.8): 652796ns
INFO   | jvm 2    | 2018/11/20 11:30:30 | AES/CTR/NOPADDING (BC version 1.54): 1439241ns
INFO   | jvm 2    | 2018/11/20 11:30:30 | Using JCA cipher provider: SunJCE version 1.8
INFO   | jvm 2    | 2018/11/20 11:30:30 | Trying to read master keys file...
INFO   | jvm 2    | 2018/11/20 11:30:30 | Read old master keys file
INFO   | jvm 2    | 2018/11/20 11:30:30 | FNP port created on 0.0.0.0:41312
INFO   | jvm 2    | 2018/11/20 11:30:30 | Testnet mode DISABLED. You may have some level of anonymity. :)
INFO   | jvm 2    | 2018/11/20 11:30:30 | Note that this version of Freenet is still a very early alpha, and may well have numerous bugs and design flaws.
INFO   | jvm 2    | 2018/11/20 11:30:30 | In particular: YOU ARE WIDE OPEN TO YOUR IMMEDIATE PEERS! They can eavesdrop on your requests with relatively little difficulty at present (correlation attacks etc).
INFO   | jvm 2    | 2018/11/20 11:30:31 | Creating PeerManager
INFO   | jvm 2    | 2018/11/20 11:30:31 | Memory is 247MB
INFO   | jvm 2    | 2018/11/20 11:30:31 | Setting standard 500 thread limit. This should be enough for most nodes but more memory is usually a good thing.
INFO   | jvm 2    | 2018/11/20 11:30:31 | Deleted 0 of 0 temporary files (0 non-temp files in temp directory) in 0s
INFO   | jvm 2    | 2018/11/20 11:30:31 | Initializing USK Manager
INFO   | jvm 2    | 2018/11/20 11:30:31 | Loading cache of request statuses...
INFO   | jvm 2    | 2018/11/20 11:30:31 | Initializing Node Updater
INFO   | jvm 2    | 2018/11/20 11:30:31 | Max packet size: 1232
INFO   | jvm 2    | 2018/11/20 11:30:32 | Initializing Plugin Manager
INFO   | jvm 2    | 2018/11/20 11:30:32 | Node constructor completed
INFO   | jvm 2    | 2018/11/20 11:30:32 | Read 0 darknet peers from ./peers-41312
INFO   | jvm 2    | 2018/11/20 11:30:32 | Starting DNSRequester
INFO   | jvm 2    | 2018/11/20 11:30:32 | Created uptime estimator, time offset is 7380 uptime at startup is 0.34
INFO   | jvm 2    | 2018/11/20 11:30:32 | Starting PacketSender
INFO   | jvm 2    | 2018/11/20 11:30:32 | Starting Ticker
INFO   | jvm 2    | 2018/11/20 11:30:32 | Using wrapper correctly: freenet.node.NodeStarter@3d294a8
INFO   | jvm 2    | 2018/11/20 11:30:32 | Freenet 0.7.5 Build #1478 ra926-dirty
INFO   | jvm 2    | 2018/11/20 11:30:32 | FNP port is on 0.0.0.0:41312
INFO   | jvm 2    | 2018/11/20 11:30:32 | Deleting old temp file "./update.sh2849050743093150122.updater.tmp"
INFO   | jvm 2    | 2018/11/20 11:30:32 | Multi-file replace: Nothing to do for wrapper-update-unix.
INFO   | jvm 2    | 2018/11/20 11:30:32 | Will serve bcprov-jdk15on-154.jar for UOM
INFO   | jvm 2    | 2018/11/20 11:30:32 | File exists while updating but length is wrong (15186 should be 9452) for update.sh
INFO   | jvm 2    | 2018/11/20 11:30:32 | Preloading update.sh
INFO   | jvm 2    | 2018/11/20 11:30:32 | Will serve freenet-ext.jar for UOM
INFO   | jvm 2    | 2018/11/20 11:30:32 | Starting FCP server on 127.0.0.1,0:0:0:0:0:0:0:1:9481.
INFO   | jvm 2    | 2018/11/20 11:30:32 | Extra peer data reading and processing completed
INFO   | jvm 2    | 2018/11/20 11:30:32 | Node initialization completed.
INFO   | jvm 2    | 2018/11/20 11:30:32 | Loading official plugin Library
INFO   | jvm 2    | 2018/11/20 11:30:32 | Loading official plugin KeyUtils
INFO   | jvm 2    | 2018/11/20 11:30:32 | No config file found, creating new: ./plugin-plugins.KeyUtils.KeyUtilsPlugin.ini
INFO   | jvm 2    | 2018/11/20 11:30:32 | Loading official plugin ThawIndexBrowser
INFO   | jvm 2    | 2018/11/20 11:30:32 | Started plugin update fetcher for ThawIndexBrowser
INFO   | jvm 2    | 2018/11/20 11:30:32 | Started plugin update fetcher for KeyUtils
INFO   | jvm 2    | 2018/11/20 11:30:32 | Started plugin update fetcher for Library
STATUS | wrapper  | 2018/12/23 11:39:44 | Pinging the JVM took 13 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:39:46 | Pinging the JVM took 11 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:39:50 | Pinging the JVM took 9 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:39:53 | Pinging the JVM took 7 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:40:09 | Pinging the JVM took 14 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:40:12 | Pinging the JVM took 12 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:40:14 | Pinging the JVM took 9 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:40:17 | Pinging the JVM took 7 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:40:53 | Pinging the JVM took 19 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:40:56 | Pinging the JVM took 17 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:40:58 | Pinging the JVM took 15 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:41:02 | Pinging the JVM took 12 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:41:04 | Pinging the JVM took 10 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:41:07 | Pinging the JVM took 7 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:41:40 | Pinging the JVM took 22 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:41:45 | Pinging the JVM took 21 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:41:46 | Pinging the JVM took 18 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:41:47 | Pinging the JVM took 15 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:41:49 | Pinging the JVM took 12 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:41:51 | Pinging the JVM took 9 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:42:02 | Pinging the JVM took 13 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:42:05 | Pinging the JVM took 10 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:42:06 | Pinging the JVM took 7 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:42:48 | Pinging the JVM took 15 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:42:51 | Pinging the JVM took 13 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:42:54 | Pinging the JVM took 11 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:42:55 | Pinging the JVM took 8 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:43:35 | Pinging the JVM took 18 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:43:38 | Pinging the JVM took 16 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:43:40 | Pinging the JVM took 14 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:43:42 | Pinging the JVM took 11 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:43:43 | Pinging the JVM took 7 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:44:10 | Pinging the JVM took 21 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:44:14 | Pinging the JVM took 20 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:44:16 | Pinging the JVM took 18 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:44:18 | Pinging the JVM took 15 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:44:20 | Pinging the JVM took 12 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:44:21 | Pinging the JVM took 8 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:44:50 | Pinging the JVM took 24 seconds to respond.
STATUS | wrapper  | 2018/12/23 11:45:35 | JVM appears hung: Timed out waiting for signal from JVM.  Restarting JVM.
ERROR  | wrapper  | 2018/12/23 11:46:23 | Shutdown failed: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2018/12/23 11:46:28 | JVM did not exit on request, termination requested.
STATUS | wrapper  | 2018/12/23 11:46:28 | JVM received a signal SIGKILL (9).
STATUS | wrapper  | 2018/12/23 11:46:28 | JVM process is gone.
STATUS | wrapper  | 2018/12/23 11:46:28 | JVM exited after being requested to terminate.
STATUS | wrapper  | 2018/12/23 11:46:33 | Reloading Wrapper configuration...
STATUS | wrapper  | 2018/12/23 11:46:33 | Launching a JVM...
